Employee_ID,Dept_ID,Status,Salary,Performance_Score,Remote_Work
EMP1761,D26,Inactive,71318.79,Poor,False
EMP1762,D19,Pending,98296.71,Poor,False
EMP1763,D15,Pending,62584.0,Good,False
EMP1764,D19,Inactive,62521.5,Average,True
EMP1765,D33,Inactive,95400.35,Poor,True
EMP1766,D34,Pending,94385.07,Poor,True
EMP1769,D21,Pending,117267.63,Good,False
EMP1771,D04,Pending,84542.68,Good,True
EMP1772,D17,Active,92007.15,Average,True
EMP1774,D14,Pending,108661.01,Poor,False
EMP1775,D03,Active,97046.33,Good,False
EMP1776,D08,Inactive,56518.84,Average,False
EMP1777,D03,Pending,70498.29,Good,True
EMP1778,D07,Pending,98708.06,Average,True
EMP1780,D22,Inactive,90259.99,Average,False
EMP1783,D07,Inactive,73365.46,Poor,False
EMP1784,D31,Pending,67809.23,Excellent,False
EMP1786,D18,Inactive,83537.58,Poor,False
EMP1787,D28,Pending,112444.08,Excellent,True
EMP1788,D13,Active,86475.13,Poor,True
EMP1790,D18,Active,118853.31,Good,False
EMP1792,D30,Inactive,56075.84,Average,True
EMP1793,D06,Pending,62250.89,Excellent,True
EMP1794,D03,Pending,105931.77,Poor,True
EMP1795,D26,Pending,86653.96,Average,True
EMP1796,D27,Active,100719.94,Good,False
EMP1797,D20,Pending,91600.13,Average,True
EMP1798,D11,Pending,71873.66,Good,True
EMP1799,D06,Active,69365.47,Average,True
EMP1800,D06,Active,58012.23,Average,True
EMP1801,D22,Pending,68973.65,Average,True
EMP1803,D14,Inactive,53531.92,Poor,True
EMP1804,D28,Pending,112389.31,Excellent,False
EMP1806,D16,Active,106164.53,Good,False
EMP1807,D36,Pending,103654.54,Poor,False
EMP1808,D22,Inactive,62834.72,Good,True
EMP1809,D17,Active,83273.41,Excellent,False
EMP1810,D21,Pending,58917.58,Good,False
EMP1811,D27,Active,71148.27,Excellent,True
EMP1812,D16,Pending,118172.42,Poor,True
EMP1813,D08,Inactive,118614.37,Average,False
EMP1815,D12,Inactive,88856.14,Good,True
EMP1816,D09,Pending,97985.61,Good,False
EMP1817,D13,Pending,56337.31,Poor,True
EMP1818,D31,Inactive,70405.23,Poor,True
EMP1819,D02,Inactive,89919.35,Excellent,True
EMP1820,D01,Active,50568.35,Good,True
EMP1822,D20,Active,99155.53,Poor,True
EMP1823,D17,Inactive,64785.13,Average,True
EMP1824,D07,Inactive,79206.48,Good,False
EMP1825,D34,Pending,60079.71,Average,True
EMP1826,D05,Pending,79109.88,Poor,False
EMP1828,D25,Pending,90455.7,Excellent,False
EMP1830,D11,Inactive,55604.42,Average,False
EMP1831,D04,Pending,92704.94,Excellent,False
EMP1833,D32,Inactive,101367.02,Excellent,False
EMP1834,D14,Pending,102459.77,Poor,False
EMP1835,D29,Pending,90100.2,Good,False
EMP1839,D31,Inactive,105956.04,Excellent,False
EMP1840,D10,Active,84716.38,Good,False
EMP1841,D29,Pending,61709.83,Good,True
EMP1842,D01,Active,61732.03,Average,True
EMP1843,D08,Active,97845.7,Good,True
EMP1844,D07,Active,114905.58,Poor,False
EMP1847,D35,Active,97032.29,Excellent,False
EMP1848,D23,Active,50593.33,Excellent,True
EMP1849,D04,Pending,74606.15,Good,True
EMP1850,D34,Pending,53981.73,Average,False
EMP1853,D26,Pending,103891.64,Good,True
EMP1854,D20,Inactive,73285.83,Good,True
EMP1855,D09,Inactive,92721.13,Poor,True
EMP1856,D10,Inactive,92977.64,Excellent,False
EMP1857,D34,Active,89994.12,Good,True
EMP1858,D28,Pending,50060.73,Poor,False
EMP1859,D02,Inactive,90224.82,Excellent,False
EMP1860,D17,Pending,106859.3,Good,False
EMP1861,D13,Inactive,89707.07,Good,False
EMP1862,D01,Inactive,94259.08,Excellent,True
EMP1863,D22,Active,82174.75,Excellent,False
EMP1864,D04,Inactive,63370.22,Excellent,False
EMP1865,D09,Pending,101472.69,Good,True
EMP1866,D08,Active,77213.73,Good,False
EMP1867,D07,Active,73749.96,Poor,True
EMP1868,D05,Pending,86618.37,Average,False
EMP1871,D03,Pending,108474.65,Good,True
EMP1872,D32,Pending,54417.71,Excellent,False
EMP1873,D20,Pending,88211.94,Average,False
EMP1874,D16,Inactive,58452.18,Excellent,True
EMP1875,D01,Pending,80706.28,Average,True
EMP1877,D34,Active,99471.89,Average,True
EMP1878,D29,Pending,64431.22,Poor,False
EMP1879,D24,Pending,52633.48,Good,False
EMP1881,D04,Pending,110391.17,Excellent,False
EMP1882,D35,Active,53714.83,Excellent,True
EMP1883,D28,Active,114587.11,Excellent,True
EMP1884,D25,Inactive,93177.35,Average,False
EMP1885,D15,Active,62312.13,Good,False
EMP1887,D35,Inactive,104528.27,Excellent,False
EMP1888,D29,Active,112395.56,Good,False
EMP1889,D28,Active,81849.36,Excellent,False
EMP1890,D31,Pending,118288.91,Poor,False
EMP1891,D08,Active,59555.1,Good,True
EMP1892,D18,Active,70661.31,Good,True
EMP1895,D26,Pending,112427.58,Good,True
EMP1897,D07,Inactive,105861.23,Good,True
EMP1898,D14,Pending,50869.61,Average,True
EMP1900,D29,Pending,90856.21,Average,True
EMP1901,D29,Active,111008.63,Excellent,True
EMP1902,D13,Inactive,52289.99,Poor,True
EMP1904,D27,Inactive,53609.38,Good,False
EMP1906,D06,Pending,95432.69,Excellent,True
EMP1907,D21,Inactive,97615.87,Average,False
EMP1908,D26,Inactive,86867.78,Poor,False
EMP1909,D22,Pending,106615.71,Average,False
EMP1910,D09,Active,112856.21,Poor,False
EMP1911,D18,Active,60356.78,Poor,True
EMP1913,D26,Inactive,95127.91,Average,False
EMP1914,D10,Pending,78818.42,Average,False
EMP1915,D27,Pending,108933.55,Poor,True
EMP1917,D18,Inactive,116934.97,Good,True
EMP1919,D14,Active,90216.76,Average,True
EMP1920,D10,Pending,96588.73,Average,True
EMP1921,D32,Active,71109.18,Poor,True
EMP1922,D25,Inactive,50300.6,Good,False
EMP1923,D19,Pending,60295.84,Good,False
EMP1924,D30,Pending,113012.21,Excellent,False
EMP1925,D03,Pending,65425.54,Poor,True
EMP1926,D27,Active,86850.37,Excellent,True
EMP1927,D34,Pending,81182.07,Good,True
EMP1929,D28,Pending,79934.83,Average,True
EMP1930,D21,Inactive,111201.12,Poor,False
EMP1931,D19,Active,100960.05,Average,False
EMP1932,D12,Active,64544.87,Average,True
EMP1933,D07,Active,78662.24,Poor,True
EMP1934,D07,Pending,102867.06,Average,True
EMP1935,D23,Inactive,107595.95,Excellent,True
EMP1937,D35,Inactive,95766.91,Average,True
EMP1938,D13,Pending,51990.98,Excellent,True
EMP1939,D27,Inactive,83634.01,Average,True
EMP1941,D04,Active,82273.08,Excellent,False
EMP1942,D33,Inactive,94537.3,Good,True
EMP1943,D23,Pending,85970.65,Good,True
EMP1944,D16,Pending,111071.02,Excellent,False
EMP1945,D35,Pending,56708.34,Excellent,False
EMP1946,D10,Inactive,104516.55,Excellent,False
EMP1947,D24,Pending,108210.15,Poor,True
EMP1949,D01,Active,80935.65,Excellent,False
EMP1950,D01,Active,107020.19,Excellent,False
EMP1951,D06,Active,118677.67,Excellent,False
EMP1952,D03,Inactive,63744.57,Average,False
EMP1954,D16,Pending,62934.73,Good,False
EMP1955,D01,Pending,74654.23,Excellent,True
EMP1957,D06,Pending,118150.59,Average,True
EMP1959,D26,Inactive,85997.57,Good,False
EMP1960,D09,Pending,84707.12,Excellent,False
EMP1964,D17,Pending,97356.31,Good,True
EMP1965,D08,Active,114770.32,Good,True
EMP1966,D18,Active,109082.07,Good,False
EMP1967,D29,Inactive,99944.57,Poor,True
EMP1968,D26,Pending,116509.72,Average,False
EMP1969,D09,Active,84253.9,Excellent,True
EMP1970,D15,Active,54776.01,Poor,False
EMP1971,D27,Inactive,71192.68,Average,False
EMP1974,D17,Inactive,76343.56,Excellent,False
EMP1975,D27,Inactive,99424.14,Excellent,False
EMP1976,D29,Inactive,57656.74,Good,True
EMP1977,D16,Pending,77396.94,Excellent,True
EMP1979,D36,Pending,103563.58,Excellent,True
EMP1980,D19,Inactive,74588.85,Average,False
EMP1981,D01,Pending,113727.23,Poor,False
EMP1982,D06,Active,72828.18,Good,False
EMP1984,D07,Inactive,56840.8,Poor,True
EMP1985,D32,Pending,61663.91,Average,True
EMP1986,D13,Active,109523.4,Poor,True
EMP1987,D23,Inactive,65812.02,Average,True
EMP1989,D18,Active,107661.73,Excellent,True
EMP1990,D08,Inactive,79002.0,Average,True
EMP1992,D35,Inactive,115601.4,Good,True
EMP1994,D35,Inactive,80477.21,Good,False
EMP1995,D19,Inactive,61240.9,Poor,True
EMP1996,D14,Active,51939.29,Excellent,True
EMP1997,D32,Inactive,95284.54,Good,False
EMP1998,D14,Inactive,106247.67,Excellent,True
EMP1999,D29,Active,110170.88,Poor,True
EMP2000,D36,Pending,52615.44,Average,True
EMP2001,D08,Inactive,82547.26,Average,False
EMP2002,D32,Pending,63049.22,Good,True
EMP2003,D21,Pending,115229.12,Excellent,True
EMP2004,D08,Pending,60687.63,Excellent,False
EMP2005,D32,Inactive,67492.73,Good,True
EMP2007,D30,Active,69146.95,Poor,False
EMP2008,D02,Inactive,90224.82,Good,True
EMP2010,D27,Active,71148.27,Average,False
EMP2011,D18,Inactive,52031.74,Excellent,True
EMP2014,D13,Pending,51990.98,Excellent,True
EMP2016,D34,Inactive,100215.06,Good,True
EMP2017,D28,Active,114587.11,Average,False
EMP2018,D26,Inactive,71318.79,Good,True
EMP2019,D08,Pending,77764.24,Average,False
